At time 0, Job1 arrives.
At time 69053, Job701 exits from CPU.
At time 43210, Job3458 arrives.
At time 75611, Job702 finishes at network.
At time 43215, Job3459 arrives.
At time 83312, Job702 finishes at disk1.
At time 43234, Job3460 arrives.
At time 83348, Job702 finishes at disk1.
At time 43244, Job3461 arrives.
At time 83373, Job702 finishes at disk1.
At time 43264, Job3462 arrives.
At time 83407, Job702 finishes at disk1.
At time 43275, Job3463 arrives.
At time 83437, Job702 finishes at disk1.
At time 43288, Job3464 arrives.
At time 69191, Job702 exits from CPU.
At time 43306, Job3465 arrives.
At time 83490, Job703 finishes at disk1.
At time 43314, Job3466 arrives.
At time 69234, Job703 exits from CPU.
At time 43326, Job3467 arrives.
At time 69253, Job704 exits from CPU.
At time 43339, Job3468 arrives.
At time 83554, Job705 finishes at disk1.
At time 43350, Job3469 arrives.
At time 75850, Job705 finishes at network.
At time 43363, Job3470 arrives.
At time 75877, Job705 finishes at network.
At time 43368, Job3471 arrives.
At time 83612, Job705 finishes at disk1.
At time 43383, Job3472 arrives.
At time 83647, Job705 finishes at disk1.
At time 43403, Job3473 arrives.
At time 69384, Job705 exits from CPU.
At time 43421, Job3474 arrives.
At time 75985, Job706 finishes at network.
At time 43430, Job3475 arrives.
At time 83731, Job706 finishes at disk1.
At time 43444, Job3476 arrives.
At time 83758, Job706 finishes at disk1.
At time 43463, Job3477 arrives.
At time 69475, Job706 exits from CPU.
At time 43475, Job3478 arrives.
At time 83807, Job707 finishes at disk1.
At time 43485, Job3479 arrives.
At time 83830, Job707 finishes at disk1.
At time 43505, Job3480 arrives.
At time 76120, Job707 finishes at network.
At time 43523, Job3481 arrives.
At time 76156, Job707 finishes at network.
At time 43536, Job3482 arrives.
At time 83913, Job707 finishes at disk1.
At time 43541, Job3483 arrives.
At time 76194, Job707 finishes at network.
At time 43559, Job3484 arrives.
At time 83953, Job707 finishes at disk1.
At time 43568, Job3485 arrives.
At time 69640, Job707 exits from CPU.
At time 43584, Job3486 arrives.
At time 69661, Job708 exits from CPU.
At time 43598, Job3487 arrives.
At time 76287, Job709 finishes at network.
At time 43613, Job3488 arrives.
At time 84042, Job709 finishes at disk1.
At time 43629, Job3489 arrives.
At time 84075, Job709 finishes at disk1.
At time 43635, Job3490 arrives.
At time 76357, Job709 finishes at network.
At time 43647, Job3491 arrives.
At time 69759, Job709 exits from CPU.
At time 43662, Job3492 arrives.
At time 69781, Job710 exits from CPU.
At time 43682, Job3493 arrives.
At time 76431, Job711 finishes at network.
At time 43689, Job3494 arrives.
At time 84174, Job711 finishes at disk1.
At time 43696, Job3495 arrives.
At time 84196, Job711 finishes at disk1.
At time 43706, Job3496 arrives.
At time 69853, Job711 exits from CPU.
At time 43722, Job3497 arrives.
At time 84249, Job712 finishes at disk1.
At time 43735, Job3498 arrives.
At time 69900, Job712 exits from CPU.
At time 43755, Job3499 arrives.
At time 69926, Job713 exits from CPU.
At time 43763, Job3500 arrives.
At time 84324, Job714 finishes at disk1.
At time 43783, Job3501 arrives.
At time 84359, Job714 finishes at disk1.
At time 43796, Job3502 arrives.
At time 76619, Job714 finishes at network.
At time 43815, Job3503 arrives.
At time 84407, Job714 finishes at disk1.
At time 43826, Job3504 arrives.
At time 70029, Job714 exits from CPU.
At time 43841, Job3505 arrives.
At time 76696, Job715 finishes at network.
At time 43857, Job3506 arrives.
At time 84479, Job715 finishes at disk1.
At time 43874, Job3507 arrives.
At time 84514, Job715 finishes at disk1.
At time 43894, Job3508 arrives.
At time 84552, Job715 finishes at disk1.
At time 43904, Job3509 arrives.
At time 76798, Job715 finishes at network.
At time 43918, Job3510 arrives.
At time 84595, Job715 finishes at disk1.
At time 43934, Job3511 arrives.
At time 84628, Job715 finishes at disk1.
At time 43942, Job3512 arrives.
At time 84653, Job715 finishes at disk1.
At time 43955, Job3513 arrives.
At time 84681, Job715 finishes at disk1.
At time 43964, Job3514 arrives.
At time 76901, Job715 finishes at network.
At time 43982, Job3515 arrives.
At time 84728, Job715 finishes at disk1.
At time 44002, Job3516 arrives.
At time 84760, Job715 finishes at disk1.
At time 44009, Job3517 arrives.
At time 84781, Job715 finishes at disk1.
At time 44015, Job3518 arrives.
At time 70324, Job715 exits from CPU.
At time 44025, Job3519 arrives.
At time 84825, Job716 finishes at disk1.
At time 44043, Job3520 arrives.
At time 84855, Job716 finishes at disk1.
At time 44057, Job3521 arrives.
At time 84887, Job716 finishes at disk1.
At time 44072, Job3522 arrives.
At time 77075, Job716 finishes at network.
At time 44084, Job3523 arrives.
At time 77102, Job716 finishes at network.
At time 44100, Job3524 arrives.
At time 77136, Job716 finishes at network.
At time 44107, Job3525 arrives.
At time 84978, Job716 finishes at disk1.
At time 44119, Job3526 arrives.
At time 85007, Job716 finishes at disk1.
At time 44130, Job3527 arrives.
At time 70513, Job716 exits from CPU.
At time 44149, Job3528 arrives.
At time 85060, Job717 finishes at disk1.
At time 44165, Job3529 arrives.
At time 85087, Job717 finishes at disk1.
At time 44184, Job3530 arrives.
At time 85118, Job717 finishes at disk1.
At time 44198, Job3531 arrives.
At time 85148, Job717 finishes at disk1.
At time 44206, Job3532 arrives.
At time 85170, Job717 finishes at disk1.
At time 44213, Job3533 arrives.
At time 85193, Job717 finishes at disk1.
At time 44225, Job3534 arrives.
At time 85224, Job717 finishes at disk1.
At time 44241, Job3535 arrives.
At time 70681, Job717 exits from CPU.
At time 44260, Job3536 arrives.
At time 70710, Job718 exits from CPU.
At time 44266, Job3537 arrives.
At time 85295, Job719 finishes at disk1.
At time 44285, Job3538 arrives.
At time 77434, Job719 finishes at network.
At time 44297, Job3539 arrives.
At time 85350, Job719 finishes at disk1.
At time 44302, Job3540 arrives.
At time 70779, Job719 exits from CPU.
At time 44309, Job3541 arrives.
At time 85386, Job720 finishes at disk1.
At time 44325, Job3542 arrives.
At time 85421, Job720 finishes at disk1.
At time 44333, Job3543 arrives.
At time 85442, Job720 finishes at disk1.
At time 44342, Job3544 arrives.
At time 85465, Job720 finishes at disk1.
At time 44356, Job3545 arrives.
At time 85491, Job720 finishes at disk1.
At time 44372, Job3546 arrives.
At time 77589, Job720 finishes at network.
At time 44377, Job3547 arrives.
At time 70909, Job720 exits from CPU.
At time 44389, Job3548 arrives.
At time 70928, Job721 exits from CPU.
At time 44395, Job3549 arrives.
At time 70940, Job722 exits from CPU.
At time 44413, Job3550 arrives.
At time 70964, Job723 exits from CPU.
At time 44426, Job3551 arrives.
At time 85611, Job724 finishes at disk1.
At time 44435, Job3552 arrives.
At time 85632, Job724 finishes at disk1.
At time 44450, Job3553 arrives.
At time 85657, Job724 finishes at disk1.
At time 44456, Job3554 arrives.
At time 85682, Job724 finishes at disk1.
At time 44461, Job3555 arrives.
At time 71045, Job724 exits from CPU.
At time 44472, Job3556 arrives.
At time 85722, Job725 finishes at disk1.
At time 44480, Job3557 arrives.
At time 77780, Job725 finishes at network.
At time 44490, Job3558 arrives.
At time 71097, Job725 exits from CPU.
At time 44495, Job3559 arrives.
At time 71111, Job726 exits from CPU.
At time 44504, Job3560 arrives.
At time 85796, Job727 finishes at disk1.
At time 44509, Job3561 arrives.
At time 85816, Job727 finishes at disk1.
At time 44515, Job3562 arrives.
At time 85840, Job727 finishes at disk1.
At time 44527, Job3563 arrives.
At time 85865, Job727 finishes at disk1.
At time 44546, Job3564 arrives.
At time 71200, Job727 exits from CPU.
At time 44563, Job3565 arrives.
At time 71227, Job728 exits from CPU.
At time 44570, Job3566 arrives.
At time 71241, Job729 exits from CPU.
At time 44585, Job3567 arrives.
At time 85963, Job730 finishes at disk1.
At time 44596, Job3568 arrives.
At time 77994, Job730 finishes at network.
At time 44611, Job3569 arrives.
At time 71308, Job730 exits from CPU.
At time 44625, Job3570 arrives.
At time 71330, Job731 exits from CPU.
At time 44641, Job3571 arrives.
At time 86057, Job732 finishes at disk1.
At time 44648, Job3572 arrives.
At time 78088, Job732 finishes at network.
At time 44654, Job3573 arrives.
At time 71380, Job732 exits from CPU.
At time 44665, Job3574 arrives.
At time 78127, Job733 finishes at network.
At time 44682, Job3575 arrives.
At time 86140, Job733 finishes at disk1.
At time 44695, Job3576 arrives.
At time 71443, Job733 exits from CPU.
At time 44710, Job3577 arrives.
At time 78201, Job734 finishes at network.
At time 44724, Job3578 arrives.
At time 86205, Job734 finishes at disk1.
At time 44737, Job3579 arrives.
At time 71503, Job734 exits from CPU.
At time 44746, Job3580 arrives.
At time 78267, Job735 finishes at network.
At time 44766, Job3581 arrives.
At time 71548, Job735 exits from CPU.
At time 44774, Job3582 arrives.
At time 86298, Job736 finishes at disk1.
At time 44784, Job3583 arrives.
At time 78340, Job736 finishes at network.
At time 44794, Job3584 arrives.
At time 78366, Job736 finishes at network.
At time 44804, Job3585 arrives.
At time 86359, Job736 finishes at disk1.
At time 44810, Job3586 arrives.
At time 86375, Job736 finishes at disk1.
At time 44816, Job3587 arrives.
At time 78422, Job736 finishes at network.
At time 44822, Job3588 arrives.
At time 71663, Job736 exits from CPU.
At time 44841, Job3589 arrives.
At time 86441, Job737 finishes at disk1.
At time 44860, Job3590 arrives.
At time 71718, Job737 exits from CPU.
At time 44874, Job3591 arrives.
At time 86500, Job738 finishes at disk1.
At time 44882, Job3592 arrives.
At time 86521, Job738 finishes at disk1.
At time 44901, Job3593 arrives.
At time 86554, Job738 finishes at disk1.
At time 44910, Job3594 arrives.
At time 71796, Job738 exits from CPU.
At time 44917, Job3595 arrives.
At time 71811, Job739 exits from CPU.
At time 44929, Job3596 arrives.
At time 86611, Job740 finishes at disk1.
At time 44938, Job3597 arrives.
At time 71848, Job740 exits from CPU.
At time 44951, Job3598 arrives.
At time 86658, Job741 finishes at disk1.
At time 44963, Job3599 arrives.
At time 86685, Job741 finishes at disk1.
At time 44976, Job3600 arrives.
At time 86708, Job741 finishes at disk1.
At time 44993, Job3601 arrives.
At time 86741, Job741 finishes at disk1.
At time 45002, Job3602 arrives.
At time 86766, Job741 finishes at disk1.
At time 45021, Job3603 arrives.
At time 78750, Job741 finishes at network.
At time 45031, Job3604 arrives.
At time 86819, Job741 finishes at disk1.
At time 45044, Job3605 arrives.
At time 72012, Job741 exits from CPU.
At time 45058, Job3606 arrives.
At time 86869, Job742 finishes at disk1.
At time 45065, Job3607 arrives.
At time 86889, Job742 finishes at disk1.
At time 45079, Job3608 arrives.
At time 86919, Job742 finishes at disk1.
At time 45091, Job3609 arrives.
At time 86946, Job742 finishes at disk1.
At time 45109, Job3610 arrives.
At time 86980, Job742 finishes at disk1.
At time 45129, Job3611 arrives.
At time 87013, Job742 finishes at disk1.
At time 45135, Job3612 arrives.
At time 87036, Job742 finishes at disk1.
At time 45153, Job3613 arrives.
At time 87067, Job742 finishes at disk1.
At time 45171, Job3614 arrives.
At time 87097, Job742 finishes at disk1.
At time 45190, Job3615 arrives.
At time 72228, Job742 exits from CPU.
At time 45204, Job3616 arrives.
At time 79040, Job743 finishes at network.
At time 45217, Job3617 arrives.
At time 87178, Job743 finishes at disk1.
At time 45232, Job3618 arrives.
At time 72295, Job743 exits from CPU.
At time 45240, Job3619 arrives.
At time 87223, Job744 finishes at disk1.
At time 45256, Job3620 arrives.
At time 87254, Job744 finishes at disk1.
At time 45265, Job3621 arrives.
At time 87277, Job744 finishes at disk1.
At time 45272, Job3622 arrives.
At time 87295, Job744 finishes at disk1.
At time 45284, Job3623 arrives.
At time 87327, Job744 finishes at disk1.
At time 45297, Job3624 arrives.
At time 87351, Job744 finishes at disk1.
At time 45312, Job3625 arrives.
At time 87378, Job744 finishes at disk1.
At time 45331, Job3626 arrives.
At time 72446, Job744 exits from CPU.
At time 45349, Job3627 arrives.
At time 79268, Job745 finishes at network.
At time 45363, Job3628 arrives.
At time 87459, Job745 finishes at disk1.
At time 45370, Job3629 arrives.
At time 87485, Job745 finishes at disk1.
At time 45379, Job3630 arrives.
At time 87511, Job745 finishes at disk1.
At time 45395, Job3631 arrives.
At time 87544, Job745 finishes at disk1.
At time 45415, Job3632 arrives.
At time 87577, Job745 finishes at disk1.
At time 45421, Job3633 arrives.
At time 72590, Job745 exits from CPU.
At time 45430, Job3634 arrives.
At time 79410, Job746 finishes at network.
At time 45439, Job3635 arrives.
At time 72623, Job746 exits from CPU.
At time 45445, Job3636 arrives.
At time 87646, Job747 finishes at disk1.
At time 45460, Job3637 arrives.
At time 72659, Job747 exits from CPU.
At time 45477, Job3638 arrives.
At time 72683, Job748 exits from CPU.
At time 45482, Job3639 arrives.
At time 87712, Job749 finishes at disk1.
At time 45489, Job3640 arrives.
At time 79521, Job749 finishes at network.
At time 45505, Job3641 arrives.
At time 79547, Job749 finishes at network.
At time 45515, Job3642 arrives.
At time 72748, Job749 exits from CPU.
At time 45533, Job3643 arrives.
At time 87798, Job750 finishes at disk1.
At time 45540, Job3644 arrives.
At time 79616, Job750 finishes at network.
At time 45560, Job3645 arrives.
At time 87852, Job750 finishes at disk1.
At time 45577, Job3646 arrives.
At time 79677, Job750 finishes at network.
At time 45589, Job3647 arrives.
At time 87909, Job750 finishes at disk1.
At time 45606, Job3648 arrives.
At time 87938, Job750 finishes at disk1.
At time 45625, Job3649 arrives.
At time 79758, Job750 finishes at network.
At time 45644, Job3650 arrives.
At time 79792, Job750 finishes at network.
At time 45662, Job3651 arrives.
At time 72971, Job750 exits from CPU.
At time 45675, Job3652 arrives.
At time 88044, Job751 finishes at disk1.
At time 45682, Job3653 arrives.
At time 73002, Job751 exits from CPU.
At time 45694, Job3654 arrives.
At time 73021, Job752 exits from CPU.
At time 45703, Job3655 arrives.
At time 79898, Job753 finishes at network.
At time 45714, Job3656 arrives.
At time 88123, Job753 finishes at disk1.
At time 45730, Job3657 arrives.
At time 88150, Job753 finishes at disk1.
At time 45747, Job3658 arrives.
At time 88182, Job753 finishes at disk1.
At time 45762, Job3659 arrives.
At time 88207, Job753 finishes at disk1.
At time 45782, Job3660 arrives.
At time 88241, Job753 finishes at disk1.
At time 45790, Job3661 arrives.
At time 88262, Job753 finishes at disk1.
At time 45801, Job3662 arrives.
At time 73182, Job753 exits from CPU.
At time 45821, Job3663 arrives.
At time 73211, Job754 exits from CPU.
At time 45835, Job3664 arrives.
At time 73231, Job755 exits from CPU.
At time 45841, Job3665 arrives.
At time 73246, Job756 exits from CPU.
At time 45847, Job3666 arrives.
At time 88362, Job757 finishes at disk1.
At time 45865, Job3667 arrives.
At time 88390, Job757 finishes at disk1.
At time 45872, Job3668 arrives.
At time 88413, Job757 finishes at disk1.
At time 45892, Job3669 arrives.
At time 73326, Job757 exits from CPU.
At time 45908, Job3670 arrives.
At time 80216, Job758 finishes at network.
At time 45919, Job3671 arrives.
At time 88493, Job758 finishes at disk1.
At time 45939, Job3672 arrives.
At time 88528, Job758 finishes at disk1.
At time 45944, Job3673 arrives.
At time 88548, Job758 finishes at disk1.
At time 45960, Job3674 arrives.
At time 88579, Job758 finishes at disk1.
At time 45969, Job3675 arrives.
At time 73441, Job758 exits from CPU.
At time 45989, Job3676 arrives.
At time 88626, Job759 finishes at disk1.
At time 45995, Job3677 arrives.
At time 88649, Job759 finishes at disk1.
At time 46002, Job3678 arrives.
At time 80371, Job759 finishes at network.
At time 46016, Job3679 arrives.
At time 88693, Job759 finishes at disk1.
At time 46031, Job3680 arrives.
At time 80428, Job759 finishes at network.
At time 46039, Job3681 arrives.
At time 88741, Job759 finishes at disk1.
At time 46053, Job3682 arrives.
At time 88773, Job759 finishes at disk1.
At time 46060, Job3683 arrives.
At time 73600, Job759 exits from CPU.
At time 46073, Job3684 arrives.
At time 80513, Job760 finishes at network.
At time 46089, Job3685 arrives.
At time 73644, Job760 exits from CPU.
At time 46096, Job3686 arrives.
At time 88857, Job761 finishes at disk1.
At time 46113, Job3687 arrives.
At time 73685, Job761 exits from CPU.
At time 46124, Job3688 arrives.
At time 88910, Job762 finishes at disk1.
At time 46132, Job3689 arrives.
At time 88929, Job762 finishes at disk1.
At time 46147, Job3690 arrives.
At time 80636, Job762 finishes at network.
At time 46165, Job3691 arrives.
At time 88982, Job762 finishes at disk1.
At time 46184, Job3692 arrives.
At time 73790, Job762 exits from CPU.
At time 46196, Job3693 arrives.
At time 89033, Job763 finishes at disk1.
At time 46212, Job3694 arrives.
At time 80735, Job763 finishes at network.
At time 46224, Job3695 arrives.
At time 89076, Job763 finishes at disk1.
At time 46243, Job3696 arrives.
At time 89112, Job763 finishes at disk1.
At time 46254, Job3697 arrives.
At time 73888, Job763 exits from CPU.
At time 46268, Job3698 arrives.
At time 89153, Job764 finishes at disk1.
At time 46275, Job3699 arrives.
At time 89174, Job764 finishes at disk1.
At time 46285, Job3700 arrives.
At time 89195, Job764 finishes at disk1.
At time 46298, Job3701 arrives.
At time 73960, Job764 exits from CPU.
At time 46305, Job3702 arrives.
At time 89240, Job765 finishes at disk1.
At time 46318, Job3703 arrives.
At time 80906, Job765 finishes at network.
At time 46324, Job3704 arrives.
At time 89282, Job765 finishes at disk1.
At time 46331, Job3705 arrives.
At time 89301, Job765 finishes at disk1.
At time 46344, Job3706 arrives.
At time 89329, Job765 finishes at disk1.
At time 46356, Job3707 arrives.
At time 89356, Job765 finishes at disk1.
At time 46368, Job3708 arrives.
At time 89380, Job765 finishes at disk1.
At time 46388, Job3709 arrives.
At time 89419, Job765 finishes at disk1.
At time 46403, Job3710 arrives.
At time 74135, Job765 exits from CPU.
At time 46415, Job3711 arrives.
At time 89464, Job766 finishes at disk1.
At time 46433, Job3712 arrives.
At time 89498, Job766 finishes at disk1.
At time 46451, Job3713 arrives.
At time 81120, Job766 finishes at network.
At time 46459, Job3714 arrives.
At time 81145, Job766 finishes at network.
At time 46467, Job3715 arrives.
At time 89563, Job766 finishes at disk1.
At time 46479, Job3716 arrives.
At time 81190, Job766 finishes at network.
At time 46486, Job3717 arrives.
At time 81212, Job766 finishes at network.
At time 46504, Job3718 arrives.
At time 89625, Job766 finishes at disk1.
At time 46510, Job3719 arrives.
At time 81256, Job766 finishes at network.
At time 46525, Job3720 arrives.
At time 81283, Job766 finishes at network.
At time 46537, Job3721 arrives.
At time 89694, Job766 finishes at disk1.
At time 46547, Job3722 arrives.
At time 89715, Job766 finishes at disk1.
At time 46552, Job3723 arrives.
At time 74377, Job766 exits from CPU.
At time 46569, Job3724 arrives.
At time 81363, Job767 finishes at network.
At time 46589, Job3725 arrives.
At time 74426, Job767 exits from CPU.
At time 46595, Job3726 arrives.
At time 89802, Job768 finishes at disk1.
At time 46611, Job3727 arrives.
At time 89833, Job768 finishes at disk1.
At time 46627, Job3728 arrives.
At time 89864, Job768 finishes at disk1.
At time 46635, Job3729 arrives.
At time 89887, Job768 finishes at disk1.
At time 46648, Job3730 arrives.
At time 89913, Job768 finishes at disk1.
At time 46659, Job3731 arrives.
At time 89938, Job768 finishes at disk1.
At time 46669, Job3732 arrives.
At time 74561, Job768 exits from CPU.
At time 46674, Job3733 arrives.
At time 74572, Job769 exits from CPU.
At time 46692, Job3734 arrives.
At time 90000, Job770 finishes at disk1.
At time 46704, Job3735 arrives.
At time 90030, Job770 finishes at disk1.
At time 46713, Job3736 arrives.
At time 90056, Job770 finishes at disk1.
At time 46727, Job3737 arrives.
At time 90080, Job770 finishes at disk1.
At time 46743, Job3738 arrives.
At time 90112, Job770 finishes at disk1.
At time 46758, Job3739 arrives.
At time 90138, Job770 finishes at disk1.
At time 46765, Job3740 arrives.
At time 90160, Job770 finishes at disk1.
At time 46780, Job3741 arrives.
At time 90187, Job770 finishes at disk1.
At time 46798, Job3742 arrives.
At time 90223, Job770 finishes at disk1.
At time 46805, Job3743 arrives.
At time 74772, Job770 exits from CPU.
At time 46825, Job3744 arrives.
At time 81771, Job771 finishes at network.
At time 46845, Job3745 arrives.
At time 90299, Job771 finishes at disk1.
At time 46860, Job3746 arrives.
At time 90329, Job771 finishes at disk1.
At time 46870, Job3747 arrives.
At time 74867, Job771 exits from CPU.
At time 46884, Job3748 arrives.
At time 74889, Job772 exits from CPU.
At time 46893, Job3749 arrives.
At time 74905, Job773 exits from CPU.
At time 46902, Job3750 arrives.
At time 90406, Job774 finishes at disk1.
At time 46909, Job3751 arrives.
At time 81911, Job774 finishes at network.
At time 46917, Job3752 arrives.
At time 81932, Job774 finishes at network.
At time 46926, Job3753 arrives.
At time 90455, Job774 finishes at disk1.
At time 46946, Job3754 arrives.
At time 90491, Job774 finishes at disk1.
At time 46956, Job3755 arrives.
At time 90514, Job774 finishes at disk1.
At time 46973, Job3756 arrives.
At time 82024, Job774 finishes at network.
At time 46991, Job3757 arrives.
At time 90571, Job774 finishes at disk1.
At time 47003, Job3758 arrives.
At time 90598, Job774 finishes at disk1.
At time 47023, Job3759 arrives.
At time 82101, Job774 finishes at network.
At time 47042, Job3760 arrives.
At time 75129, Job774 exits from CPU.
At time 47055, Job3761 arrives.
At time 90679, Job775 finishes at disk1.
At time 47072, Job3762 arrives.
At time 90709, Job775 finishes at disk1.
At time 47086, Job3763 arrives.
At time 75199, Job775 exits from CPU.
At time 47091, Job3764 arrives.
At time 90748, Job776 finishes at disk1.
At time 47107, Job3765 arrives.
At time 82244, Job776 finishes at network.
At time 47121, Job3766 arrives.
At time 75256, Job776 exits from CPU.
At time 47127, Job3767 arrives.
At time 90814, Job777 finishes at disk1.
At time 47133, Job3768 arrives.
At time 90834, Job777 finishes at disk1.
At time 47138, Job3769 arrives.
At time 90855, Job777 finishes at disk1.
At time 47153, Job3770 arrives.
At time 90884, Job777 finishes at disk1.
At time 47166, Job3771 arrives.
At time 90911, Job777 finishes at disk1.
At time 47186, Job3772 arrives.
At time 75359, Job777 exits from CPU.
At time 47195, Job3773 arrives.
At time 82393, Job778 finishes at network.
At time 47205, Job3774 arrives.
At time 90980, Job778 finishes at disk1.
At time 47224, Job3775 arrives.
At time 91017, Job778 finishes at disk1.
At time 47241, Job3776 arrives.
At time 91054, Job778 finishes at disk1.
At time 47254, Job3777 arrives.
At time 91085, Job778 finishes at disk1.
At time 47266, Job3778 arrives.
At time 91113, Job778 finishes at disk1.
At time 47271, Job3779 arrives.
At time 75507, Job778 exits from CPU.
At time 47277, Job3780 arrives.
At time 91144, Job779 finishes at disk1.
At time 47295, Job3781 arrives.
At time 75544, Job779 exits from CPU.
At time 47302, Job3782 arrives.
At time 91185, Job780 finishes at disk1.
At time 47321, Job3783 arrives.
At time 91220, Job780 finishes at disk1.
At time 47326, Job3784 arrives.
At time 91237, Job780 finishes at disk1.
At time 47337, Job3785 arrives.
At time 91264, Job780 finishes at disk1.
At time 47357, Job3786 arrives.
At time 91296, Job780 finishes at disk1.
At time 47374, Job3787 arrives.
At time 91330, Job780 finishes at disk1.
At time 47383, Job3788 arrives.
At time 91356, Job780 finishes at disk1.
At time 47397, Job3789 arrives.
At time 91385, Job780 finishes at disk1.
At time 47410, Job3790 arrives.
At time 75719, Job780 exits from CPU.
At time 47421, Job3791 arrives.
At time 91428, Job781 finishes at disk1.
At time 47428, Job3792 arrives.
At time 91446, Job781 finishes at disk1.
At time 47434, Job3793 arrives.
At time 91468, Job781 finishes at disk1.
At time 47443, Job3794 arrives.
At time 91492, Job781 finishes at disk1.
At time 47463, Job3795 arrives.
At time 82827, Job781 finishes at network.
At time 47479, Job3796 arrives.
At time 91551, Job781 finishes at disk1.
At time 47494, Job3797 arrives.
At time 91578, Job781 finishes at disk1.
At time 47504, Job3798 arrives.
At time 91603, Job781 finishes at disk1.
At time 47511, Job3799 arrives.
At time 91630, Job781 finishes at disk1.
At time 47526, Job3800 arrives.
At time 82936, Job781 finishes at network.
At time 47532, Job3801 arrives.
At time 91670, Job781 finishes at disk1.
At time 47546, Job3802 arrives.
At time 82978, Job781 finishes at network.
At time 47555, Job3803 arrives.
At time 91712, Job781 finishes at disk1.
At time 47570, Job3804 arrives.
At time 91739, Job781 finishes at disk1.
At time 47577, Job3805 arrives.
At time 91765, Job781 finishes at disk1.
At time 47589, Job3806 arrives.
At time 91793, Job781 finishes at disk1.
At time 47598, Job3807 arrives.
At time 91817, Job781 finishes at disk1.
At time 47610, Job3808 arrives.
At time 91843, Job781 finishes at disk1.
At time 47628, Job3809 arrives.
At time 91878, Job781 finishes at disk1.
At time 47633, Job3810 arrives.
At time 91895, Job781 finishes at disk1.
At time 47651, Job3811 arrives.
At time 91923, Job781 finishes at disk1.
At time 47665, Job3812 arrives.
At time 91953, Job781 finishes at disk1.
At time 47677, Job3813 arrives.
At time 83189, Job781 finishes at network.
At time 47685, Job3814 arrives.
At time 91998, Job781 finishes at disk1.
At time 47702, Job3815 arrives.
At time 76187, Job781 exits from CPU.
At time 47716, Job3816 arrives.
At time 92058, Job782 finishes at disk1.
At time 47733, Job3817 arrives.
At time 92090, Job782 finishes at disk1.
At time 47744, Job3818 arrives.
At time 83298, Job782 finishes at network.
At time 47749, Job3819 arrives.
At time 92130, Job782 finishes at disk1.
At time 47759, Job3820 arrives.
At time 92157, Job782 finishes at disk1.
At time 47778, Job3821 arrives.
At time 92190, Job782 finishes at disk1.
At time 47793, Job3822 arrives.
At time 92225, Job782 finishes at disk1.
At time 47811, Job3823 arrives.
At time 92258, Job782 finishes at disk1.
At time 47818, Job3824 arrives.
At time 92281, Job782 finishes at disk1.
At time 47829, Job3825 arrives.
At time 92310, Job782 finishes at disk1.
At time 47834, Job3826 arrives.
At time 92330, Job782 finishes at disk1.
At time 47847, Job3827 arrives.
At time 83483, Job782 finishes at network.
At time 47864, Job3828 arrives.
At time 83517, Job782 finishes at network.
At time 47872, Job3829 arrives.
At time 92399, Job782 finishes at disk1.
At time 47889, Job3830 arrives.
At time 92431, Job782 finishes at disk1.
At time 47901, Job3831 arrives.
At time 83579, Job782 finishes at network.
At time 47915, Job3832 arrives.
At time 76528, Job782 exits from CPU.
At time 47926, Job3833 arrives.
At time 92498, Job783 finishes at disk1.
At time 47939, Job3834 arrives.
At time 92528, Job783 finishes at disk1.
At time 47957, Job3835 arrives.
At time 83680, Job783 finishes at network.
At time 47974, Job3836 arrives.
At time 76619, Job783 exits from CPU.
At time 47989, Job3837 arrives.
At time 92603, Job784 finishes at disk1.
At time 48005, Job3838 arrives.
At time 92631, Job784 finishes at disk1.
At time 48025, Job3839 arrives.
At time 92671, Job784 finishes at disk1.
At time 48033, Job3840 arrives.
At time 92695, Job784 finishes at disk1.
At time 48038, Job3841 arrives.
At time 92714, Job784 finishes at disk1.
At time 48046, Job3842 arrives.
At time 83828, Job784 finishes at network.
At time 48059, Job3843 arrives.
At time 92759, Job784 finishes at disk1.
At time 48078, Job3844 arrives.
At time 92788, Job784 finishes at disk1.
At time 48096, Job3845 arrives.
At time 83903, Job784 finishes at network.
At time 48113, Job3846 arrives.
At time 92847, Job784 finishes at disk1.
At time 48127, Job3847 arrives.
At time 76856, Job784 exits from CPU.
At time 48143, Job3848 arrives.
At time 92906, Job785 finishes at disk1.
At time 48148, Job3849 arrives.
At time 92928, Job785 finishes at disk1.
At time 48161, Job3850 arrives.
At time 92955, Job785 finishes at disk1.
At time 48177, Job3851 arrives.
At time 92985, Job785 finishes at disk1.
At time 48194, Job3852 arrives.
At time 93018, Job785 finishes at disk1.
At time 48209, Job3853 arrives.
At time 93045, Job785 finishes at disk1.
At time 48214, Job3854 arrives.
At time 93062, Job785 finishes at disk1.
At time 48219, Job3855 arrives.
At time 84110, Job785 finishes at network.
At time 48230, Job3856 arrives.
At time 84140, Job785 finishes at network.
At time 48240, Job3857 arrives.
At time 77043, Job785 exits from CPU.
At time 48248, Job3858 arrives.
At time 77061, Job786 exits from CPU.
At time 48261, Job3859 arrives.
At time 77082, Job787 exits from CPU.
At time 48278, Job3860 arrives.
At time 93187, Job788 finishes at disk1.
At time 48292, Job3861 arrives.
At time 77128, Job788 exits from CPU.
At time 48300, Job3862 arrives.
At time 93233, Job789 finishes at disk1.
At time 48317, Job3863 arrives.
